Ranking,Prob_Fraude_%,Nivel_Risco,Cliente,Merchant,Categoria,Valor_R$,Motivos_Suspeita,Score_Regras,Media_Cliente_R$,Valor_Relativo_x,Taxa_Fraude_Merchant_%,Data_Analise
787,93.61,🔴 CRÍTICO,C815186263,M1823072687,es_transportation,220.27,Valor acima do padrão do cliente | Merchant com histórico de fraudes (93.0%) | Valor 5.6x acima da média,2,39.46,5.582334671899147,92.97,2026-01-09 17:51
788,93.57,🔴 CRÍTICO,C1687903356,M1823072687,es_transportation,282.41,Merchant com histórico de fraudes (22.8%),0,266.8,1.0585006849689595,22.77,2026-01-09 17:51
789,93.57,🔴 CRÍTICO,C1701338775,M348934600,es_transportation,278.1,Merchant com histórico de fraudes (66.7%),0,222.82,1.2480814226239716,66.67,2026-01-09 17:51
790,93.57,🔴 CRÍTICO,C980475207,M1823072687,es_transportation,167.9,Merchant com histórico de fraudes (81.9%),0,57.45,2.922421597762681,81.9,2026-01-09 17:51
791,93.52,🔴 CRÍTICO,C1469453217,M348934600,es_transportation,586.27,Merchant com histórico de fraudes (11.5%),0,309.59,1.8937185002786991,11.47,2026-01-09 17:51
792,93.52,🔴 CRÍTICO,C2008562542,M1823072687,es_transportation,640.55,Merchant com histórico de fraudes (7.4%),1,213.22,3.0041740783970825,7.42,2026-01-09 17:51
793,93.48,🔴 CRÍTICO,C1299496226,M1823072687,es_transportation,367.23,Merchant com histórico de fraudes (95.7%),0,307.19,1.1954490667162048,95.71,2026-01-09 17:51
794,93.39,🔴 CRÍTICO,C1560676680,M1823072687,es_transportation,695.53,Merchant com histórico de fraudes (43.9%),0,309.59,2.2466406749430186,43.88,2026-01-09 17:51
795,93.35,🔴 CRÍTICO,C1992803690,M85975013,es_food,190.43,Valor acima do padrão do cliente | Merchant com histórico de fraudes (95.7%) | Valor 5.6x acima da média,2,34.22,5.564395925342942,95.71,2026-01-09 17:51
796,93.28,🔴 CRÍTICO,C76313164,M348934600,es_transportation,290.69,Valor acima do padrão do cliente | Merchant com histórico de fraudes (30.2%) | Valor 7.4x acima da média,2,39.2,7.416110286394304,30.24,2026-01-09 17:51
797,93.25,🔴 CRÍTICO,C1929167055,M348934600,es_transportation,186.56,Merchant com histórico de fraudes (21.0%),0,415.45,0.44905740201166594,20.97,2026-01-09 17:51
798,93.19,🔴 CRÍTICO,C297351696,M348934600,es_transportation,47.49,Merchant com histórico de fraudes (43.9%),0,282.53,0.16808834400563358,43.88,2026-01-09 17:51
799,93.18,🔴 CRÍTICO,C698318224,M348934600,es_transportation,277.68,Merchant com histórico de fraudes (11.5%),0,577.58,0.48076188350436755,11.45,2026-01-09 17:51
800,93.17,🔴 CRÍTICO,C845102514,M677738360,es_contents,247.15,Merchant com histórico de fraudes (93.0%),0,307.19,0.8045509267731668,92.97,2026-01-09 17:51
801,93.16,🔴 CRÍTICO,C1499019507,M348934600,es_transportation,249.01,Merchant com histórico de fraudes (93.0%),0,118.27,2.105436694804797,92.97,2026-01-09 17:51
802,93.12,🔴 CRÍTICO,C59912595,M348934600,es_transportation,196.03,Múltiplas transações no mesmo período,1,515.7,0.3801273072470342,2.73,2026-01-09 17:51
803,93.12,🔴 CRÍTICO,C1486961552,M1823072687,es_transportation,244.73,Valor acima do padrão do cliente | Merchant com histórico de fraudes (21.0%) | Valor 5.5x acima da média,2,44.68,5.477219559610778,20.97,2026-01-09 17:51
804,93.12,🔴 CRÍTICO,C857032107,M348934600,es_transportation,224.04,Merchant com histórico de fraudes (11.3%),0,747.17,0.2998514390301385,11.25,2026-01-09 17:51
805,93.09,🔴 CRÍTICO,C82079505,M1823072687,es_transportation,236.43,Valor acima do padrão do cliente | Merchant com histórico de fraudes (64.6%) | Valor 5.5x acima da média,2,43.19,5.47460623322153,64.57,2026-01-09 17:51
806,93.09,🔴 CRÍTICO,C901025251,M348934600,es_transportation,137.12,Merchant com histórico de fraudes (81.9%),1,37.85,3.6227211724512243,81.9,2026-01-09 17:51
807,93.09,🔴 CRÍTICO,C1722987449,M348934600,es_transportation,188.92,Merchant com histórico de fraudes (21.0%),0,471.55,0.4006354909054297,20.97,2026-01-09 17:51
808,93.03,🔴 CRÍTICO,C374053775,M348934600,es_transportation,212.7,Merchant com histórico de fraudes (43.9%),0,309.59,0.6870450901620061,43.88,2026-01-09 17:51
809,92.99,🔴 CRÍTICO,C1186894186,M348934600,es_transportation,257.95,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 8.6x acima da média,2,29.87,8.636967221392483,43.88,2026-01-09 17:51
810,92.94,🔴 CRÍTICO,C1410823375,M1741626453,es_sportsandtoys,279.68,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 6.4x acima da média,2,43.78,6.388943472790087,11.47,2026-01-09 17:51
811,92.87,🔴 CRÍTICO,C1214780453,M348934600,es_transportation,209.07,Merchant com histórico de fraudes (34.8%),1,46.04,4.540835412287146,34.8,2026-01-09 17:51
812,92.86,🔴 CRÍTICO,C1230747575,M855959430,es_hyper,145.24,Merchant com histórico de fraudes (57.2%),0,682.75,0.21272741888183735,57.24,2026-01-09 17:51
813,92.7,🔴 CRÍTICO,C59713083,M348934600,es_transportation,527.9,Merchant com histórico de fraudes (7.4%),0,277.06,1.9053634523014384,7.42,2026-01-09 17:51
814,92.59,🔴 CRÍTICO,C142251484,M348934600,es_transportation,380.07,Padrão geral suspeito detectado pelo modelo,0,222.82,1.7057112775860943,2.73,2026-01-09 17:51
815,92.58,🔴 CRÍTICO,C899204870,M1600850729,es_fashion,358.14,Merchant com histórico de fraudes (21.0%),1,110.41,3.2438584721031285,20.97,2026-01-09 17:51
816,92.55,🔴 CRÍTICO,C1897313368,M1823072687,es_transportation,32.96,Merchant com histórico de fraudes (43.9%),0,535.36,0.06156650889956121,43.88,2026-01-09 17:51
817,92.46,🔴 CRÍTICO,C530444699,M348934600,es_transportation,34.49,Merchant com histórico de fraudes (66.7%),0,294.64,0.11705766297472293,66.67,2026-01-09 17:51
818,92.41,🔴 CRÍTICO,C2119675022,M348934600,es_transportation,211.93,Merchant com histórico de fraudes (81.9%),0,222.82,0.9511179284311337,81.9,2026-01-09 17:51
819,92.32,🔴 CRÍTICO,C856318696,M348934600,es_transportation,308.18,Merchant com histórico de fraudes (11.3%),0,325.81,0.9458809634599402,11.25,2026-01-09 17:51
820,92.28,🔴 CRÍTICO,C2101882723,M348934600,es_transportation,460.77,Merchant com histórico de fraudes (43.9%),0,778.42,0.5919267640875323,43.88,2026-01-09 17:51
821,92.25,🔴 CRÍTICO,C1621267054,M348934600,es_transportation,439.84,Merchant com histórico de fraudes (30.2%),0,266.8,1.648563936393,30.24,2026-01-09 17:51
822,92.23,🔴 CRÍTICO,C861930901,M1823072687,es_transportation,129.37,Merchant com histórico de fraudes (81.9%),0,258.28,0.5008840401333778,81.9,2026-01-09 17:51
823,92.22,🔴 CRÍTICO,C923875417,M348934600,es_transportation,295.52,Merchant com histórico de fraudes (7.4%),0,266.8,1.1076382650119574,7.42,2026-01-09 17:51
824,92.18,🔴 CRÍTICO,C1637529334,M348934600,es_transportation,260.33,Merchant com histórico de fraudes (11.5%),0,172.08,1.5128428549927773,11.47,2026-01-09 17:51
825,92.15,🔴 CRÍTICO,C742784538,M1823072687,es_transportation,350.65,Merchant com histórico de fraudes (11.5%),0,169.81,2.0649549374892233,11.47,2026-01-09 17:51
826,91.94,🔴 CRÍTICO,C1354917220,M348934600,es_transportation,185.94,Padrão geral suspeito detectado pelo modelo,0,577.58,0.3219276311538537,2.73,2026-01-09 17:51
827,91.91,🔴 CRÍTICO,C1396527012,M348934600,es_transportation,173.02,Merchant com histórico de fraudes (43.9%),0,747.17,0.2315671129307024,43.88,2026-01-09 17:51
828,91.87,🔴 CRÍTICO,C1451561221,M1823072687,es_transportation,92.55,Merchant com histórico de fraudes (43.9%),0,320.29,0.2889587231031911,43.88,2026-01-09 17:51
829,91.68,🔴 CRÍTICO,C682529129,M348934600,es_transportation,213.77,Merchant com histórico de fraudes (93.0%),0,222.82,0.9593756408282144,92.97,2026-01-09 17:51
830,91.61,🔴 CRÍTICO,C1942983218,M1823072687,es_transportation,329.55,Merchant com histórico de fraudes (21.0%),0,146.48,2.2498719764473667,20.97,2026-01-09 17:51
831,91.54,🔴 CRÍTICO,C669906110,M348934600,es_transportation,293.93,Merchant com histórico de fraudes (30.2%),0,112.01,2.6240797675968617,30.24,2026-01-09 17:51
832,91.49,🔴 CRÍTICO,C179648560,M348934600,es_transportation,75.54,Merchant com histórico de fraudes (81.9%),0,294.64,0.25637970023515716,81.9,2026-01-09 17:51
833,91.47,🔴 CRÍTICO,C432013067,M1823072687,es_transportation,6.11,Merchant com histórico de fraudes (81.9%),0,282.53,0.021626021938817037,81.9,2026-01-09 17:51
834,91.47,🔴 CRÍTICO,C370861553,M1823072687,es_transportation,449.73,Merchant com histórico de fraudes (21.0%),0,317.5,1.4164724364835515,20.97,2026-01-09 17:51
835,91.43,🔴 CRÍTICO,C1343106500,M1823072687,es_transportation,254.06,Merchant com histórico de fraudes (22.8%),0,112.01,2.268137671403595,22.77,2026-01-09 17:51
836,91.4,🔴 CRÍTICO,C1675884425,M348934600,es_transportation,439.69,Merchant com histórico de fraudes (21.0%),0,199.52,2.2036837378589964,20.97,2026-01-09 17:51
837,91.38,🔴 CRÍTICO,C88292631,M1823072687,es_transportation,307.6,Merchant com histórico de fraudes (7.4%),0,224.29,1.3714387562020656,7.42,2026-01-09 17:51
838,91.37,🔴 CRÍTICO,C138375181,M1823072687,es_transportation,199.17,Merchant com histórico de fraudes (66.7%),0,104.34,1.9088348568204525,66.67,2026-01-09 17:51
839,91.36,🔴 CRÍTICO,C1264836741,M348934600,es_transportation,145.5,Merchant com histórico de fraudes (21.0%),0,320.29,0.45427870568897144,20.97,2026-01-09 17:51
840,91.34,🔴 CRÍTICO,C555482626,M348934600,es_transportation,263.92,Padrão geral suspeito detectado pelo modelo,0,778.42,0.33904401670677675,4.24,2026-01-09 17:51
841,91.28,🔴 CRÍTICO,C49915499,M1823072687,es_transportation,230.31,Merchant com histórico de fraudes (11.3%) | Valor 5.2x acima da média,1,44.38,5.189811498592116,11.25,2026-01-09 17:51
842,91.27,🔴 CRÍTICO,C2079453894,M349281107,es_fashion,239.05,Valor acima do padrão do cliente | Valor 6.5x acima da média,2,36.75,6.50398093775429,4.24,2026-01-09 17:51
843,91.24,🔴 CRÍTICO,C492776916,M1053599405,es_health,58.35,Merchant com histórico de fraudes (81.9%),0,478.8,0.12186844030980182,81.9,2026-01-09 17:51
844,91.22,🔴 CRÍTICO,C328208842,M348934600,es_transportation,225.94,Merchant com histórico de fraudes (21.0%),0,266.8,0.8468455251651383,20.97,2026-01-09 17:51
845,91.22,🔴 CRÍTICO,C682529129,M348934600,es_transportation,282.41,Merchant com histórico de fraudes (7.4%),0,266.8,1.0585006849689595,7.42,2026-01-09 17:51
846,91.11,🔴 CRÍTICO,C834739424,M348934600,es_transportation,197.62,Merchant com histórico de fraudes (7.4%),1,51.07,3.8698685264942623,7.42,2026-01-09 17:51
847,91.04,🔴 CRÍTICO,C2704357,M348934600,es_transportation,168.0,Padrão geral suspeito detectado pelo modelo,1,55.96,3.0018967492857334,4.24,2026-01-09 17:51
848,90.96,🔴 CRÍTICO,C1187702596,M1946091778,es_wellnessandbeauty,299.0,Merchant com histórico de fraudes (21.0%),0,129.45,2.3097364095592465,20.97,2026-01-09 17:51
849,90.95,🔴 CRÍTICO,C36546691,M1823072687,es_transportation,221.05,Merchant com histórico de fraudes (22.8%),0,101.54,2.177044375363505,22.77,2026-01-09 17:51
850,90.85,🔴 CRÍTICO,C286580355,M348934600,es_transportation,185.17,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 5.6x acima da média,2,32.9,5.628748487123755,81.9,2026-01-09 17:51
851,90.63,🔴 CRÍTICO,C1723688663,M1823072687,es_transportation,227.77,Merchant com histórico de fraudes (43.9%) | Valor 5.4x acima da média,1,42.05,5.416169671727879,43.88,2026-01-09 17:51
852,90.57,🔴 CRÍTICO,C757234945,M50039827,es_health,485.49,Merchant com histórico de fraudes (57.2%),0,778.42,0.623683236097958,57.24,2026-01-09 17:51
853,90.57,🔴 CRÍTICO,C1345265337,M855959430,es_hyper,241.16,Merchant com histórico de fraudes (21.0%),1,58.75,4.104771144309903,20.97,2026-01-09 17:51
854,90.57,🔴 CRÍTICO,C232517457,M348934600,es_transportation,159.24,Merchant com histórico de fraudes (81.9%),0,266.8,0.596847310911289,81.9,2026-01-09 17:51
855,90.42,🔴 CRÍTICO,C2125297333,M348934600,es_transportation,241.85,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 5.5x acima da média,2,44.29,5.4601521662014365,43.88,2026-01-09 17:51
856,90.4,🔴 CRÍTICO,C423454023,M348934600,es_transportation,268.56,Merchant com histórico de fraudes (81.9%),0,266.8,1.0065895115444345,81.9,2026-01-09 17:51
857,90.31,🔴 CRÍTICO,C1864768620,M1823072687,es_transportation,163.47,Merchant com histórico de fraudes (7.4%),0,241.31,0.6774273727676956,7.42,2026-01-09 17:51
858,90.19,🔴 CRÍTICO,C2128589842,M1823072687,es_transportation,583.06,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 11.4x acima da média,2,51.27,11.37332819879071,83.4,2026-01-09 17:51
859,90.16,🔴 CRÍTICO,C2029028090,M348934600,es_transportation,169.54,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 5.4x acima da média,2,31.56,5.371550461430375,81.9,2026-01-09 17:51
860,90.08,🔴 CRÍTICO,C102364766,M151143676,es_barsandrestaurants,196.92,Merchant com histórico de fraudes (64.6%),0,89.05,2.2113005310254286,64.57,2026-01-09 17:51
861,90.06,🔴 CRÍTICO,C320437746,M348934600,es_transportation,171.68,Merchant com histórico de fraudes (22.8%),0,382.14,0.4492577530589631,22.77,2026-01-09 17:51
862,89.93,🔴 CRÍTICO,C564451627,M348934600,es_transportation,7.53,Merchant com histórico de fraudes (43.9%),0,241.31,0.03120467435578851,43.88,2026-01-09 17:51
863,89.86,🔴 CRÍTICO,C1897566795,M348934600,es_transportation,155.53,Merchant com histórico de fraudes (81.9%),0,71.45,2.1767044477051227,81.9,2026-01-09 17:51
864,89.83,🔴 CRÍTICO,C259158925,M1823072687,es_transportation,206.76,Merchant com histórico de fraudes (81.9%),0,81.04,2.551227706767231,81.9,2026-01-09 17:51
865,89.8,🔴 CRÍTICO,C1221114448,M348934600,es_transportation,139.57,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%),2,34.53,4.041992353258258,81.9,2026-01-09 17:51
866,89.63,🔴 CRÍTICO,C1350793893,M1823072687,es_transportation,214.31,Merchant com histórico de fraudes (22.8%),0,136.81,1.5665076727042913,22.77,2026-01-09 17:51
867,89.58,🔴 CRÍTICO,C1700159150,M1823072687,es_transportation,94.98,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (43.9%),1,263.64,0.3602650072170509,43.88,2026-01-09 17:51
868,89.56,🔴 CRÍTICO,C17589297,M348934600,es_transportation,15.97,Merchant com histórico de fraudes (43.9%),0,263.64,0.06057519651775429,43.88,2026-01-09 17:51
869,89.51,🔴 CRÍTICO,C1179217322,M1823072687,es_transportation,233.04,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 5.6x acima da média,2,41.77,5.578581073397372,81.9,2026-01-09 17:51
870,89.49,🔴 CRÍTICO,C193924578,M348934600,es_transportation,218.09,Padrão geral suspeito detectado pelo modelo,0,286.65,0.7608299365568164,2.73,2026-01-09 17:51
871,89.49,🔴 CRÍTICO,C1949440316,M1823072687,es_transportation,8.22,Merchant com histórico de fraudes (43.9%),0,294.64,0.027898347047034578,43.88,2026-01-09 17:51
872,89.49,🔴 CRÍTICO,C312072263,M692898500,es_health,124.61,Padrão geral suspeito detectado pelo modelo,0,378.51,0.32920891922308854,4.24,2026-01-09 17:51
873,89.44,🔴 CRÍTICO,C791154308,M1823072687,es_transportation,282.41,Merchant com histórico de fraudes (43.9%),0,112.86,2.5023383608129577,43.88,2026-01-09 17:51
874,89.3,🔴 CRÍTICO,C1820855004,M348934600,es_transportation,279.12,Valor acima do padrão do cliente | Merchant com histórico de fraudes (7.4%) | Valor 7.2x acima da média,2,38.76,7.201586578257164,7.42,2026-01-09 17:51
875,89.25,🔴 CRÍTICO,C313157633,M348934600,es_transportation,212.8,Merchant com histórico de fraudes (81.9%),0,266.8,0.7975955021472136,81.9,2026-01-09 17:51
876,89.09,🔴 CRÍTICO,C858011639,M1823072687,es_transportation,140.05,Merchant com histórico de fraudes (81.9%),0,91.17,1.5361157290315892,81.9,2026-01-09 17:51
877,89.03,🔴 CRÍTICO,C1054818236,M348934600,es_transportation,78.3,Merchant com histórico de fraudes (81.9%),0,55.36,1.4143861015449082,81.9,2026-01-09 17:51
878,88.94,🔴 CRÍTICO,C2136008441,M348934600,es_transportation,24.54,Merchant com histórico de fraudes (34.8%),0,326.46,0.07517000528343439,34.8,2026-01-09 17:51
879,88.93,🔴 CRÍTICO,C1215468370,M1823072687,es_transportation,189.19,Merchant com histórico de fraudes (81.9%),0,91.17,2.075099855590763,81.9,2026-01-09 17:51
880,88.88,🔴 CRÍTICO,C656405809,M348934600,es_transportation,199.55,Merchant com histórico de fraudes (93.0%),0,146.48,1.362348514337952,92.97,2026-01-09 17:51
881,88.88,🔴 CRÍTICO,C295094185,M1535107174,es_wellnessandbeauty,163.79,Merchant com histórico de fraudes (80.0%),0,303.45,0.539756197348293,80.0,2026-01-09 17:51
882,88.82,🔴 CRÍTICO,C1659350842,M1823072687,es_transportation,147.98,Merchant com histórico de fraudes (93.0%),0,660.17,0.2241555159442229,92.97,2026-01-09 17:51
883,88.69,🔴 CRÍTICO,C1032715879,M1823072687,es_transportation,182.78,Merchant com histórico de fraudes (93.0%),0,266.8,0.6850775652371602,92.97,2026-01-09 17:51
884,88.66,🔴 CRÍTICO,C1354206365,M348934600,es_transportation,223.1,Merchant com histórico de fraudes (21.0%),1,56.57,3.9440254274150357,20.97,2026-01-09 17:51
885,88.63,🔴 CRÍTICO,C21207783,M348934600,es_transportation,127.2,Padrão geral suspeito detectado pelo modelo,0,471.55,0.2697482238152163,4.24,2026-01-09 17:51
886,88.54,🔴 CRÍTICO,C1546864044,M348934600,es_transportation,274.79,Merchant com histórico de fraudes (7.4%),0,313.13,0.8775548349652891,7.42,2026-01-09 17:51
887,88.52,🔴 CRÍTICO,C518028573,M1823072687,es_transportation,272.97,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 7.6x acima da média,2,36.08,7.564835373931764,43.88,2026-01-09 17:51
888,88.49,🔴 CRÍTICO,C1763311989,M348934600,es_transportation,229.73,Valor acima do padrão do cliente | Merchant com histórico de fraudes (57.2%) | Valor 6.4x acima da média,2,36.09,6.364887152801427,57.24,2026-01-09 17:51
889,88.47,🔴 CRÍTICO,C1005495267,M1823072687,es_transportation,147.57,Merchant com histórico de fraudes (81.9%),1,41.8,3.5304338786234988,81.9,2026-01-09 17:51
890,88.38,🔴 CRÍTICO,C1278181986,M348934600,es_transportation,135.13,Merchant com histórico de fraudes (21.0%),0,326.46,0.4139251350428072,20.97,2026-01-09 17:51
891,88.38,🔴 CRÍTICO,C490092965,M348934600,es_transportation,2.35,Merchant com histórico de fraudes (57.2%),0,326.46,0.0071984316387966926,57.24,2026-01-09 17:51
892,88.32,🔴 CRÍTICO,C1969942970,M348934600,es_transportation,227.79,Valor acima do padrão do cliente | Merchant com histórico de fraudes (64.6%) | Valor 5.1x acima da média,2,44.55,5.113636248840822,64.57,2026-01-09 17:51
